Date,Return_Price
08/19/14,0.004878367156033466
08/18/14,0.004585934918976949
08/15/14,0.005586048162922798
08/14/14,0.0024357366698678534
08/13/14,0.00813886614935198
08/12/14,-0.0059166882202725994
08/11/14,0.0021450050074056874
08/08/14,0.00035503071490248253
08/07/14,0.00287084782736319
08/06/14,-0.005822204734044692
08/05/14,-0.00540877751794762
08/04/14,0.005246781687603967
08/01/14,-0.0020993746648369145
07/31/14,-0.011610097091080782
07/30/14,0.0016051856586229275
07/29/14,-0.0031324679169218647
07/28/14,-0.0016128292350088011
07/25/14,-0.00497172279519404
07/24/14,0.0007886789516567308
07/23/14,-0.002538912990431193
07/22/14,0.0021205564169987476
07/21/14,-0.005595850832806027
07/18/14,0.033587308277991286
07/17/14,-0.005371966112370392
07/16/14,0.005506339749380286
07/15/14,0.0014875050734764546
07/14/14,0.0059048091815666415
07/11/14,0.0014183476882767966
07/10/14,-0.017653791620399373
07/09/14,0.0008579887239895689
07/08/14,-0.007883247947232679
07/07/14,-0.0016588880235209782
07/03/14,0.001742959574347311
07/02/14,0.001167082461042473
07/01/14,0.005284383654735499
06/30/14,0.002459920527837993
06/27/14,0.0020485914544433443
06/26/14,0.004061179177883508
06/25/14,0.001133500557253645
06/24/14,0.00042477370476780047
06/23/14,-0.0021748105190383064
06/20/14,0.003514220998411476
06/19/14,0.0015721797340334349
06/18/14,0.003406888642970566
06/17/14,-0.0001470798744491429
06/16/14,-0.004530862668759754
06/13/14,0.001650535799897294
06/12/14,-0.0027556780358610287
06/11/14,-0.004549015390995077
06/10/14,-0.0028641547902173445
06/09/14,0.0014739350938121534
06/06/14,0.007510399406954126
06/05/14,0.0031947549252324013
06/04/14,-0.006312549266671176
06/03/14,-0.005307520435595094
06/02/14,0.001446636478696342
05/30/14,0.0012855105387020224
05/29/14,0.002973182909768937
05/28/14,-0.0024383756889876907
05/27/14,0.005970669660016558
05/23/14,0.00403624018435663
05/22/14,0.004063450446422007
05/21/14,0.005908165268052967
05/20/14,0.0016639054222330842
05/19/14,-0.0017862508516134088
05/16/14,0.002711738332090024
05/15/14,-0.001803950724144828
05/14/14,-0.0001688825309672697
05/13/14,0.001830467914882214
05/12/14,0.009214801755914949
05/09/14,-0.0004892619732623823
05/08/14,-0.0029414408442148344
05/07/14,0.001261738673271211
05/06/14,-0.004888125097297844
05/05/14,-0.005890962432310396
05/02/14,0.0045355791020323276
05/01/14,0.0008544847899789312
04/30/14,-0.00018951022035319133
04/29/14,-0.00048344553717887185
04/28/14,0.0019372921141635815
04/25/14,-0.005045997555617019
04/24/14,0.005939895998991519
04/23/14,-0.001907229436563589
04/22/14,3.7743386340764035e-05
04/21/14,0.0
04/17/14,-0.013889325862612965
04/16/14,0.012228793738028581
04/15/14,0.008074894247827284
04/14/14,0.014417707336683148
04/11/14,-0.0155282636467966
04/10/14,0.001524481692310886
04/09/14,0.008506065556616272
04/08/14,0.00826905080593002
04/07/14,-0.004418757833810402
04/04/14,0.00861794650763433
04/03/14,0.005026395171179527
04/02/14,0.057884901845019196
04/01/14,0.003124033934580082
03/31/14,0.012321640377493266
03/28/14,0.004906323611303373
03/27/14,0.004566567398783561
03/26/14,1.0076843497502121
03/25/14,1.015952695512829
03/24/14,1.0039461674841208
03/21/14,1.0173014880409246
03/20/14,1.003168566618266
03/19/14,1.002892490599338
03/18/14,1.0063160680679752
03/17/14,1.0130102970011603
03/14/14,0.9900963937289511
03/13/14,1.0030778778217246
03/12/14,0.9960107282420471
03/11/14,1.0056352627041296
03/10/14,1.003483166536733
03/07/14,1.0138025403165087
03/06/14,1.0086062042164945
03/05/14,1.0022307816803209
03/04/14,1.0224912593737483
03/03/14,0.9873428925120781
02/28/14,1.0038554339336256
02/27/14,0.9990795183042166
02/26/14,1.008564008014071
02/25/14,1.0076634162463216
02/24/14,1.0046109515176338
02/21/14,1.0081517213462392
02/20/14,1.0033320418446336
02/19/14,0.992774276785852
02/18/14,0.999686283416356
02/14/14,0.9948421418913315
02/13/14,0.9919791091346452
02/12/14,1.0000150127031187
02/11/14,1.0143575811361198
02/10/14,0.9924103848176655
02/07/14,1.0152378180128263
02/06/14,1.015887215389234
02/05/14,1.011181966298029
02/04/14,1.0100544108260021
02/03/14,0.9989996119689563
01/31/14,1.0654071595499486
01/30/14,1.07087222756432
01/29/14,0.9950652365181885
01/28/14,1.018525500207885
01/27/14,1.0060439267094972
01/24/14,0.9863131001776575
01/23/14,0.9933733506377327
01/22/14,1.0070061413328637
01/21/14,1.0200967772090805
01/17/14,1.0030909136834802
01/16/14,1.0028365195847162
01/15/14,1.0082528881951713
01/14/14,1.028687801069861
01/13/14,0.9954280723078144
01/10/14,1.017658368087699
01/09/14,1.005876947360364
01/08/14,1.0145515109166285
01/07/14,1.0157607911873123
01/06/14,1.0165122611265032
01/03/14,1.0053811731021718
01/02/14,0.9926214377074831
12/31/13,1.0070165227528425
12/30/13,1.0054726805742833
12/27/13,1.0065505738557363
12/26/13,1.0059072871684922
12/24/13,1.0017665990838256
12/23/13,1.0151329127490127
12/20/13,1.0058334601069086
12/19/13,0.9946546587395463
12/18/13,1.0057237873160083
12/17/13,1.001701428339173
12/16/13,1.0080581160025206
12/13/13,1.0121787578579107
12/12/13,1.0062370737446757
12/11/13,1.0070572694844229
12/10/13,0.9983045848938864
12/09/13,1.0040956282058586
12/06/13,1.02557331706248
12/05/13,1.0001459543971003
12/04/13,0.9984075682804333
12/03/13,0.9952980099375107
12/02/13,1.0094065539750452
11/29/13,1.0002108488642403
11/27/13,1.0088472203817274
11/26/13,1.0071106179617542
11/25/13,1.0122245692314884
11/22/13,1.0007415559523896
11/21/13,1.0111844715235143
11/20/13,1.0112757028376884
11/19/13,1.0023300636881232
11/18/13,1.0062419035465737
11/15/13,1.0013038302393145
11/14/13,1.0048115958296657
11/13/13,0.9920471578402232
11/12/13,0.996274843079439
11/11/13,0.9891528743998026
